hpsa_name,designation_type,hpsa_discipline_class,hpsa_status,hpsa_designation_date,hpsa_designation_last_update_date,rural_status,hpsa_population_type,counties,total_population,per_pov,med_hh
MSSA 223 &amp; 224/Junction City/Weaverville,Geographic HPSA,Primary Care,Designated,10/04/2023,10/04/2023,Rural,Geographic Population,Trinity,16112,21.3,38727
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Merced,281202,20.3,47442
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Low Income Population HPSA,Merced,281202,20.3,47442
MSSA 220/Dairyville/Paynes Creek,High Needs Geographic HPSA,Primary Care,Designated,20/08/2009,10/09/2021,Rural,Geographic Population,Tehama,65829,20.9,40585
ME - MSSA 219/Paskenta/Rancho Tehama,HPSA Population,Primary Care,Designated,27/11/2020,27/11/2020,Rural,Medicaid Eligible Population HPSA,Tehama,65829,20.9,40585
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI - MSSA 78.2ooo/Paramount North/Willowbrook,HPSA Population,Primary Care,Designated,18/07/2022,18/07/2022,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI-MFW/MSSA 186 Anderson,HPSA Population,Primary Care,Designated,03/03/2022,03/03/2022,Non-Rural,Low Income Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Rural,Geographic Population,Tulare,473117,24.7,45768
MSSA 231/Porterville/Alpaugh,High Needs Geographic HPSA,Primary Care,Designated,30/09/1992,10/09/2021,Non-Rural,Geographic Population,Tulare,473117,24.7,45768
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
LI-MSSA 78.2ss/Pomona Central,HPSA Population,Primary Care,Designated,22/08/2002,10/09/2021,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 94/Los Banos,Geographic HPSA,Primary Care,Designated,20/09/2018,10/09/2021,Rural,Geographic Population,Merced,281202,20.3,47442
LI/MFW/Homeless - MSSA 190/Burney,HPSA Population,Primary Care,Designated,17/11/2022,17/11/2022,Rural,Low Income Homeless Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
LI/MFW/Homeless - MSSA 190/Burney,HPSA Population,Primary Care,Designated,17/11/2022,17/11/2022,Rural,Low Income Homeless Migrant Farmworker Population HPSA,Shasta,182155,17.2,46663
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Unknown,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Unknown,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Unknown,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Unknown,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
MSSA 214 - Hughson,Geographic HPSA,Primary Care,Designated,31/01/2024,31/01/2024,Non-Rural,Geographic Population,Stanislaus,552878,14.5,54060
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
LI-MSSA 169a/Stockton North Central,HPSA Population,Primary Care,Designated,19/07/2017,10/09/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,San Joaquin,779233,14.6,59038
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Non-Rural,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
MSSA 145.2/Adelanto/Victorville Northwest,High Needs Geographic HPSA,Primary Care,Designated,24/05/2023,24/05/2023,Unknown,Geographic Population,San Bernardino,2181654,17.6,56194
