ID,SALES_PRICE,FINISHED_AREA,BEDROOMS,BATHROOMS,GARAGE_SIZE,YEAR_BUILT,STYLE,LOT_SIZE,AIR_CONDITIONER,POOL,QUALITY,HIGHWAY
369,214200,1794,3,3,3,1976,2,24308,YES,NO,MEDIUM,NO
370,182500,1691,3,2,2,1968,2,21961,YES,YES,MEDIUM,NO
371,205000,1834,4,3,2,1959,1,30726,YES,NO,MEDIUM,NO
372,208000,1984,5,3,2,1961,1,22047,YES,NO,MEDIUM,NO
373,225000,1966,4,3,2,1962,1,24871,YES,NO,MEDIUM,NO
374,170000,1669,3,2,2,1967,2,21253,YES,NO,MEDIUM,NO
375,216000,2132,4,3,2,1976,1,41332,YES,NO,MEDIUM,NO
376,180000,2007,4,3,2,1959,3,15992,YES,NO,MEDIUM,NO
377,169200,1964,4,2,2,1964,7,18162,YES,NO,MEDIUM,NO
378,213000,2325,4,3,3,1973,3,16699,YES,NO,MEDIUM,NO
379,210000,2196,4,3,2,1965,7,29329,YES,NO,MEDIUM,NO
380,185000,2061,3,2,2,1956,2,25379,YES,NO,MEDIUM,NO
381,179900,1828,3,2,2,1956,3,37150,YES,NO,MEDIUM,NO
382,196000,1956,4,3,2,1968,1,20486,YES,NO,MEDIUM,NO
383,219900,1852,6,3,2,1968,2,20800,YES,NO,MEDIUM,NO
384,159900,1795,1,2,2,1980,11,26467,YES,NO,MEDIUM,NO
385,170000,1580,2,1,1,1950,5,10799,NO,NO,LOW,NO
386,169900,1708,3,1,1,1950,1,11413,NO,NO,LOW,NO
387,189500,1700,4,2,2,1953,1,14023,NO,NO,LOW,NO
388,195000,1742,1,1,2,1961,1,18250,YES,NO,LOW,NO
389,215000,1890,4,2,2,1961,1,22110,YES,NO,LOW,NO
390,171000,1512,2,1,1,1956,1,14774,NO,NO,LOW,NO
391,179900,1840,3,1,2,1953,1,40832,NO,NO,LOW,NO
392,120000,1060,2,1,2,1947,1,15001,NO,NO,LOW,NO
393,175000,1540,3,2,2,1957,1,45458,NO,NO,LOW,NO
394,232900,1550,4,2,2,1962,2,14998,YES,YES,LOW,NO
395,229900,2787,4,2,1,1922,5,39558,YES,NO,LOW,NO
396,174900,1528,2,2,2,1982,1,25193,YES,NO,LOW,NO
397,168900,1928,2,2,2,1941,5,26393,NO,NO,LOW,NO
398,229500,2329,3,2,2,1960,7,28179,YES,NO,LOW,NO
399,236000,1940,4,3,2,1959,1,15073,YES,NO,LOW,NO
400,205500,2114,5,2,2,1966,7,14526,YES,NO,LOW,NO
401,212000,1799,3,2,2,1962,2,16210,YES,NO,LOW,NO
402,205000,1864,3,2,2,1940,1,25628,YES,NO,LOW,NO
403,193000,1581,3,2,2,1956,1,15064,YES,NO,LOW,NO
404,180000,1652,3,2,2,1959,3,21875,YES,NO,LOW,NO
405,184000,1592,4,2,2,1977,1,25943,NO,NO,LOW,NO
406,144900,1520,3,1,1,1953,4,36359,NO,NO,LOW,NO
407,255000,1792,2,2,2,1955,1,31257,YES,NO,LOW,NO
408,137000,1464,2,1,1,1957,1,14999,NO,NO,LOW,NO
409,178000,1702,3,2,2,1961,1,21898,NO,NO,LOW,NO
410,296000,2180,3,2,2,1952,1,29617,YES,NO,LOW,NO
411,186500,1486,2,2,2,1958,1,18479,YES,NO,LOW,NO
412,170000,1364,2,1,2,1942,1,26369,NO,NO,LOW,NO
413,219000,1540,4,2,2,1977,2,30691,YES,NO,LOW,NO
414,188000,1608,4,2,2,1969,2,19380,YES,NO,LOW,NO
415,195250,1668,3,1,2,1956,3,17060,YES,NO,LOW,NO
416,175000,1944,3,2,2,1951,1,43562,YES,NO,LOW,NO
417,215000,1883,4,2,2,1956,1,19932,YES,YES,LOW,NO
418,197500,2215,4,1,2,1948,6,25540,NO,NO,LOW,NO
419,249900,1916,2,2,2,1954,1,20576,YES,NO,LOW,NO
420,180000,1508,2,2,2,1959,1,32469,YES,NO,LOW,NO
421,174900,1809,3,1,2,1958,2,16782,YES,NO,LOW,NO
422,189900,1958,4,3,2,1935,5,22788,NO,NO,LOW,NO
423,154000,1592,2,1,2,1951,1,10332,YES,NO,LOW,NO
424,150000,1636,2,1,2,1950,1,10000,YES,NO,LOW,NO
425,189900,1800,3,2,2,1964,2,13566,NO,NO,LOW,NO
426,157000,1600,3,1,2,1950,5,10807,NO,NO,LOW,NO
427,182000,1550,3,1,2,1966,1,15100,YES,NO,LOW,NO
428,187650,1578,3,1,2,1958,1,14631,YES,NO,LOW,NO
429,175000,1644,3,1,2,1956,1,12999,YES,NO,LOW,NO
430,189900,1556,3,2,1,1959,3,19840,YES,NO,LOW,NO
431,175000,1672,3,1,2,1949,1,22617,YES,NO,LOW,NO
432,159900,1650,2,2,1,1957,1,14997,YES,NO,LOW,NO
433,184900,1676,3,2,2,1956,1,16156,NO,NO,LOW,NO
434,174900,1960,2,2,2,1947,1,16953,NO,NO,LOW,NO
435,143000,1649,3,1,1,1951,5,20096,YES,NO,LOW,NO
436,164900,1728,3,1,1,1950,4,10999,YES,NO,LOW,NO
437,173500,1586,3,2,1,1958,1,15862,YES,NO,LOW,NO
438,161800,1592,2,1,1,1951,1,18686,NO,NO,LOW,NO
439,148000,1514,2,2,1,1964,1,16209,YES,NO,LOW,NO
440,177000,1952,4,2,2,1963,1,24377,YES,NO,LOW,NO
441,149900,1550,3,1,2,1956,1,14311,YES,NO,LOW,NO
442,170000,1544,2,2,1,1957,1,14942,NO,NO,LOW,NO
443,142000,1566,3,1,1,1959,1,15228,NO,NO,LOW,NO
444,186900,1650,3,2,2,1961,1,22000,YES,NO,LOW,NO
445,152900,1392,2,2,2,1951,1,29199,NO,NO,LOW,NO
446,350000,2981,5,4,2,1950,6,49756,YES,NO,LOW,NO
447,130000,1412,2,1,1,1940,1,16752,NO,NO,LOW,NO
448,167900,2180,4,2,2,1948,3,15001,NO,NO,LOW,NO
449,184900,1704,2,2,2,1954,1,16759,YES,NO,LOW,NO
450,178000,1600,3,2,2,1957,3,15090,YES,NO,LOW,NO
451,111000,1276,3,2,1,1951,1,11554,NO,NO,LOW,NO
452,207000,1666,4,2,1,1954,1,39523,NO,NO,LOW,NO
453,190000,1760,3,2,2,1974,2,20193,YES,NO,LOW,NO
454,230000,1836,3,2,2,1946,1,46339,NO,NO,LOW,NO
455,165000,1636,3,1,2,1953,1,20125,NO,NO,LOW,NO
456,210000,1748,3,2,2,1957,1,14512,YES,NO,LOW,NO
457,226000,2556,4,2,2,1923,6,36276,NO,NO,LOW,NO
458,149900,1511,4,1,1,1954,1,14821,YES,NO,LOW,NO
459,155000,1524,3,2,2,1958,1,21875,YES,NO,LOW,NO
460,219900,1821,4,2,2,1956,1,16696,YES,NO,LOW,NO
461,132000,1596,1,1,0,1940,1,28357,NO,NO,LOW,NO
462,195000,2392,4,2,2,1960,1,30265,NO,NO,LOW,NO
463,155900,1748,2,1,2,1956,1,16231,YES,NO,LOW,NO
464,119900,1384,2,1,0,1949,1,30002,NO,NO,LOW,NO
465,175000,1628,3,1,2,1957,1,17069,YES,YES,LOW,NO
466,304000,1911,4,2,2,1953,1,86248,YES,NO,LOW,NO
467,190000,1624,4,3,1,1959,3,15002,NO,NO,LOW,NO
468,229100,1956,3,2,2,1984,6,14710,YES,YES,LOW,NO
469,187500,2012,4,2,2,1953,5,14925,NO,NO,LOW,NO
470,173000,1590,2,2,2,1956,1,22336,YES,NO,LOW,NO
471,170000,1687,2,1,1,1941,4,20925,YES,NO,LOW,NO
472,179000,1816,4,1,2,1956,3,16508,YES,NO,LOW,NO
473,162500,1622,3,1,1,1956,3,16120,YES,NO,LOW,NO
474,172000,1604,4,2,2,1954,1,14964,YES,NO,LOW,NO
475,153200,1592,4,2,1,1956,1,16396,NO,NO,LOW,NO
476,220000,1922,3,2,2,1952,1,33579,YES,NO,LOW,NO
477,174000,1892,3,1,1,1955,3,14712,YES,NO,LOW,NO
478,200000,1628,3,1,2,1959,1,15412,YES,NO,LOW,NO
479,161000,1644,2,2,2,1956,1,17030,YES,NO,LOW,NO
480,135000,1450,3,1,2,1955,1,15868,YES,NO,LOW,NO
481,190000,1592,3,2,2,1959,1,22748,YES,NO,LOW,NO
482,153800,1654,2,1,2,1962,1,25874,NO,NO,LOW,NO
483,144900,1388,2,1,2,1950,1,10568,YES,NO,LOW,NO
484,165000,1670,3,2,2,1953,1,18525,NO,NO,LOW,NO
485,186000,1953,3,2,1,1956,1,17129,YES,NO,LOW,NO
486,167000,2008,3,1,2,1963,1,21860,YES,NO,LOW,NO
487,189600,1650,3,2,2,1960,1,34724,YES,NO,LOW,NO
488,170000,1578,3,1,2,1975,1,22485,YES,NO,LOW,NO
489,189500,1618,3,2,2,1962,1,27539,YES,NO,LOW,NO
490,153500,1642,3,1,2,1959,1,14901,NO,NO,LOW,NO
491,159900,2008,1,2,2,1941,1,31657,YES,NO,LOW,NO
492,158000,1604,3,2,1,1960,1,23534,YES,NO,LOW,NO
493,175000,2035,4,2,3,1962,7,20131,YES,NO,LOW,NO
494,147000,1534,3,2,1,1955,3,15361,NO,NO,LOW,NO
495,155000,1624,2,2,2,1955,1,16721,YES,NO,LOW,NO
496,150000,1700,4,2,1,1954,1,15391,YES,NO,LOW,NO
497,165000,1630,3,2,2,1978,2,24963,YES,NO,LOW,NO
498,147000,1526,3,2,1,1957,1,15007,YES,NO,LOW,NO
499,146250,1672,3,1,2,1949,1,22617,YES,NO,LOW,NO
500,177500,1588,4,2,2,1980,2,21925,YES,NO,LOW,NO
501,153650,1752,4,2,2,1950,6,9126,YES,NO,LOW,NO
502,199500,1674,4,2,2,1947,1,33237,NO,NO,LOW,NO
503,186000,1980,3,1,1,1927,6,47679,NO,NO,LOW,NO
504,139900,1396,1,1,2,1950,1,25879,NO,NO,LOW,NO
505,160000,1178,1,1,2,1959,1,9941,NO,NO,LOW,NO
506,125000,1263,2,2,0,1955,1,12357,NO,NO,LOW,NO
507,359900,2377,5,2,2,1937,6,51005,YES,NO,LOW,NO
508,184500,1304,3,1,2,1951,1,21305,YES,NO,LOW,NO
509,155000,1340,3,1,0,1952,1,5666,NO,NO,LOW,NO
510,150000,1559,2,1,2,1952,1,23999,NO,NO,LOW,NO
511,146000,1412,1,2,0,1920,1,4560,YES,NO,LOW,NO
512,129000,1198,2,2,2,1925,1,20918,YES,NO,LOW,NO
513,145000,1424,2,1,2,1947,1,16414,YES,NO,LOW,NO
514,200000,1370,4,1,1,1925,4,8000,NO,NO,LOW,NO
515,149900,1584,3,2,2,1957,1,13514,YES,NO,LOW,NO
516,132000,1567,2,1,1,1934,4,12249,YES,NO,LOW,NO
517,136900,1409,2,1,1,1951,1,28421,NO,NO,LOW,NO
518,137000,1655,2,1,1,1935,1,54651,NO,NO,LOW,NO
519,185000,1944,3,2,2,1939,6,17999,YES,NO,LOW,NO
520,133500,1922,3,1,2,1950,1,14805,NO,NO,LOW,NO
521,124000,1480,3,2,2,1953,1,28351,YES,NO,LOW,NO
522,95500,1184,2,1,1,1951,1,14786,NO,NO,LOW,NO
